11188	3531
86	4687
9225	9985
7525	2746
1774	656
10553	9112
835	8553
11612	8433
313	10786
11013	10037
4752	3552
6944	3424
9054	6741
3169	9412
591	4698
10464	7372
2272	1474
10748	7266
8062	7996
111	7855
5413	7058
1261	2098
10108	9885
8073	10464
10220	4877
4585	7946
9794	6574
8935	3307
9443	786
7553	4756
2397	6748
3538	10183
3927	1213
1404	6000
3534	4670
4799	10733
1196	2201
3221	3313
8280	2743
9907	2823
7050	5764
1693	7691
11627	568
1286	10298
8455	4725
4385	9062
10840	1429
4983	5231
10461	7207
7782	3258
5515	1369
11845	10136
8491	5540
9743	6376
6896	5824
2807	9268
9519	1673
9197	6825
11363	3360
6913	8083
5315	674
4512	4693
4446	3349
3965	4435
9007	7083
8711	6765
9341	4231
3424	10016
2498	3138
8815	2158
10695	9032
4253	2156
9853	1361
1963	10404
924	4600
4587	7945
866	9537
7927	7381
9577	3843
8153	9788
8796	3761
10326	3142
5147	5270
5838	9286
4601	4191
7811	9034
3769	10380
3295	5876
2847	6182
5742	5469
1540	4416
266	10419
817	2178
4557	2925
2071	1109
3332	2528
8442	8953
1419	1423
7967	2481
2460	8059
10670	7561
7465	8193
9251	6800
3329	3332
672	2462
6356	7066
1664	3887
3636	495
9435	658
6594	2728
11724	6968
10436	3641
908	3680
8624	4542
5683	7944
2812	6768
10592	5689
7039	6354
11404	4108
6046	5556
10773	6290
9292	1237
11145	10134
4152	9298
2019	1160
3508	4750
5087	5249
11018	9989
236	559
11660	3226
8614	10287
5918	8573
2402	8801
556	6620
4744	7033
11217	8260
10828	741
6713	6479
2097	6936
5730	2100
11086	10266
3228	10335
9176	2944
5027	6837
11210	7426
10913	672
1564	9526
471	6518
8199	6894
645	2836
221	10499
5816	8380
1355	9626
883	7817
8821	338
7633	6161
1296	10104
9200	9981
4737	652
4160	4805
11844	1836
6122	2236
52	1881
5992	6246
8851	6669
3270	4156
6889	8368
4733	9938
2091	3085
6918	2383
7673	2249
1017	2009
2146	10535
7816	1275
7670	9723
1721	8278
9092	2946
5846	4554
776	4213
11704	7460
1033	1116
9027	8649
5779	10376
6479	3163
6055	4457
5940	7296
9617	5467
10462	9806
6558	5255
5784	5804
1546	3697
1697	10446
9066	2959
4741	1958
10610	2889
6537	5835
8665	538
3481	1526
10945	563
7677	2954
11464	2849
10819	1457
2247	9059
2050	1504
4352	9832
4450	10529
2217	1341
10727	1320
8441	3685
6392	9464
6511	1224
10174	10664
7268	4553
8708	18
10189	6191
8187	3119
4487	3670
1344	7725
5405	1609
7311	231
7327	10800
10324	7447
2009	569
10019	8234
1327	7602
6984	9170
8291	5795
4600	2393
1263	1268
1240	10694
10217	7802
1259	10676
322	3878
