3365	3380
1679	1683
3243	3260
3577	3597
4347	4372
610	609
7213	7227
11834	11854
4526	4550
6469	6492
10006	10029
5350	5371
3554	3576
1225	1223
11291	11318
4739	4757
10757	10788
11081	11110
2160	2170
3653	3669
8193	8212
736	730
6270	6292
1899	1906
7141	7156
535	532
6707	6735
8467	8473
5692	5721
3740	3760
10578	10602
9074	9083
5604	5634
8521	8527
3005	3017
7809	7823
3028	3039
8734	8740
5847	5872
1201	1198
150	149
5919	5938
2551	2566
1819	1825
3134	3147
7507	7525
546	542
1108	1102
10042	10065
10340	10368
11638	11652
6794	6816
11161	11191
2543	2558
9334	9345
3707	3724
4339	4364
9818	9833
8962	8969
9506	9516
11479	11501
2374	2385
8830	8833
4311	4337
8005	8029
9891	9911
1990	2000
4251	4276
10871	10899
8024	8047
5629	5661
2080	2089
1101	1094
5680	5710
5411	5433
6871	6894
3867	3886
6254	6276
11405	11428
7988	8012
10740	10771
9459	9466
8029	8052
8089	8111
7668	7681
2333	2344
3491	3510
9995	10018
3532	3554
7313	7324
9528	9538
6293	6311
3676	3693
1348	1345
1106	1100
4520	4545
8332	8349
1418	1415
10576	10600
8368	8374
5134	5159
9739	9749
11582	11596
7843	7863
2206	2215
2892	2908
3123	3135
3603	3623
2258	2266
9794	9809
10612	10637
11487	11509
9690	9701
8608	8613
4395	4423
2159	2169
3054	3063
8555	8561
9152	9163
10986	11017
664	661
5465	5487
9740	9750
5563	5592
2638	2657
10647	10673
2340	2352
11489	11511
8789	8793
10072	10093
4056	4072
3426	3442
9592	9602
5211	5230
4669	4688
1891	1897
4024	4041
10389	10414
1943	1950
1945	1952
2309	2318
1757	1763
8392	8399
6284	6304
1369	1366
1829	1834
7114	7132
9895	9914
4271	4295
4160	4185
11378	11401
3219	3234
5455	5476
1385	1382
956	949
10903	10930
9100	9111
3750	3769
1211	1208
1051	1043
766	758
5542	5568
4246	4271
4932	4956
9655	9668
1253	1251
10688	10717
1931	1938
5826	5851
1722	1728
3190	3201
1804	1810
3306	3321
4591	4617
6223	6245
4060	4076
1991	2002
9188	9201
3204	3218
8802	8806
1285	1282
5528	5553
7069	7086
7451	7464
10106	10130
8370	8376
11481	11503
11281	11308
7708	7721
6948	6970
5648	5678
4330	4355
7362	7373
3210	3224
7215	7229
8746	8752
7584	7601
1597	1594
2020	2030
9187	9200
2705	2725
4218	4242
4831	4850
2575	2591
2741	2759
11598	11611
2288	2298
9367	9376
4095	4114
7800	7815
4099	4118
5042	5069
2055	2065
3986	4006
11242	11270
5401	5423
9192	9204
11744	11761
2889	2905
557	553
2856	2869
2405	2416
4650	4671
10634	10662
11763	11779
760	752
9860	9877
8304	8322
6359	6375
9454	9462
2648	2666
9014	9023
1463	1463
7684	7697
257	255
2033	2043
10896	10926
8540	8546
10674	10703
7250	7264
9626	9638
2243	2252
2558	2573
6884	6907
10717	10746
882	875
7148	7163
7336	7348
4405	4433
7816	7831
3575	3595
7291	7302
1539	1541
8342	8359
1292	1289
6744	6769
254	252
8390	8397
2444	2459
6532	6552
3360	3375
5278	5298
2231	2240
8468	8474
7145	7160
3059	3068
1551	1550
11512	11530
3305	3320
6388	6402
8292	8310
1506	1508
3483	3502
9693	9704
1414	1410
5749	5774
