4142	9561
7903	3916
9378	4738
7599	6121
8763	3682
10285	7100
9919	6815
4926	1260
6190	9435
11703	6443
6114	5688
5013	2572
8679	6690
5272	2131
11830	8623
3171	10135
1264	5373
4352	9843
9144	9316
9969	1950
11189	917
1440	9681
4244	6565
8292	6566
10316	4112
7964	4256
432	3055
955	4866
4489	8260
6676	7237
6801	5860
8020	4671
9610	5215
3563	1307
10476	3647
3303	6966
3273	3844
4603	7575
10477	5791
5747	7616
3394	6120
7229	7824
5043	9837
2679	8499
5606	500
11679	4138
6845	7118
9095	6935
1439	9259
9514	8269
1246	1129
273	8846
6010	682
2784	4376
2873	6618
1861	1647
9725	2249
3461	7241
3503	582
9584	6895
7078	5841
3140	511
5026	1635
9384	9464
7739	7965
591	4704
5001	1896
6155	10045
4225	8338
9870	510
3640	9566
1093	9436
4074	10762
8771	2209
1787	8331
4796	7697
1584	3650
5883	291
2091	3086
7624	547
3024	151
290	9715
3083	584
6390	5710
4566	5334
4500	6826
6785	5957
9451	6848
8025	8660
7733	701
5624	10488
6302	4443
1639	764
3668	4266
9389	6873
8404	5940
3664	10574
7813	703
11430	2298
5160	5657
4827	1323
8605	8749
11338	3766
11069	8485
2617	3067
10916	894
8877	6029
2881	9744
1056	5312
9617	5467
7821	1095
5736	2550
11661	8180
3214	87
7204	5812
8344	10544
7065	214
3965	4436
6055	4458
9812	106
8854	1378
5735	8860
9899	10423
11193	4049
845	8450
6810	684
1154	4003
7216	9793
10118	9139
7997	7854
8694	545
10538	6894
1799	4631
502	2658
11508	3160
5356	5403
10024	5250
11844	1844
1598	3840
6612	2183
752	10778
8525	4482
11831	202
1613	1147
9166	5183
6938	8056
6965	5716
3713	4086
5618	650
7618	6192
3785	8976
8642	4236
9410	6774
2839	3221
5395	10394
4388	10735
6192	1492
9641	8104
9895	6918
3118	4318
2047	2823
3536	3834
11307	9521
7680	9266
6723	9250
2818	4807
4764	7020
2736	5569
10396	5752
8631	7595
3270	4158
11455	7071
2368	7436
4609	5700
6180	4200
11039	6
2445	2286
10854	8245
11110	9262
2883	7013
7786	2833
144	372
3694	3545
8918	618
4719	8590
10164	8156
7233	9183
10603	5229
2092	2425
10459	6344
11301	6557
7137	2542
2743	4127
11678	6796
3564	8189
5331	5464
6741	7076
1006	9049
3077	4169
3349	758
6683	9296
1491	2345
7818	866
10598	7119
1218	1107
9386	7780
6378	4398
514	6732
6872	2233
1546	3695
10594	9474
1172	8579
8849	6845
7508	869
5047	7024
9432	2094
5706	5496
