338	27	9388
1387	36	5913
7939	21	867
6707	30	6069
6811	27	8485
8889	69	1581
7486	345	5941
3962	33	1842
6107	444	5027
9330	288	8055
6147	585	5873
4500	408	4705
7621	570	3297
4802	555	6492
2007	33	10242
2530	558	5986
4307	30	7067
5614	9	7589
54	240	983
555	27	7719
105	564	7984
8011	624	6188
5687	624	9125
5972	9	10419
736	30	9466
327	444	2147
4121	555	6492
5335	255	617
3292	465	5728
5157	555	6492
7295	384	10105
7716	9	9435
5635	150	7585
9408	15	9146
6129	555	6492
4499	204	7240
3622	417	7870
4543	33	10099
5581	216	5043
2183	570	3297
1110	444	4036
991	27	7922
10514	237	5941
3816	30	555
3673	9	8040
288	429	8513
9715	699	4657
5351	27	3909
2078	564	234
10071	204	1266
3293	129	7866
3097	654	5111
1225	30	1535
2984	108	4981
6311	9	5508
2076	27	4863
160	447	6117
426	402	7866
10725	546	1215
721	546	8811
727	468	309
1255	417	1737
284	156	1713
10238	57	4905
9019	75	7085
4507	27	978
692	471	9314
1811	138	7866
9077	288	4285
3202	570	7829
380	36	5771
2732	693	867
1153	30	8117
8929	288	6778
10402	27	767
3935	15	5676
2465	204	8512
238	45	10490
8741	6	10690
7356	33	6384
4679	597	3518
6431	561	7295
7295	417	6096
2034	570	8879
5288	675	7751
7112	555	6492
818	42	5700
5191	468	9204
3859	642	3868
1722	555	6492
122	33	2802
9352	57	8966
4246	267	3722
8833	264	2883
1678	96	6688
5117	288	8966
1266	39	3565
3072	558	6806
1710	501	9954
5744	168	4996
4094	657	2627
7851	492	9878
174	171	6243
10630	282	10450
1997	36	1438
45	177	6607
4916	408	2419
1023	36	6788
967	141	3904
9326	267	7955
515	156	3492
9594	171	1830
9665	585	5873
7295	525	670
3749	267	7955
6198	27	6088
6788	204	5789
9096	381	6992
4367	471	1740
1803	570	3297
10722	390	3276
7161	495	4296
858	438	10437
9083	288	1538
9506	345	2004
463	444	1852
515	159	9997
7136	381	2219
1733	207	1657
3518	624	5551
8183	27	7922
9388	15	4949
4648	9	7307
225	210	2739
6488	288	6879
2991	258	3266
8987	411	7866
