7612	792	11064
10964	990	5042
2898	731	6954
7756	872	9565
1235	731	3978
10995	872	8388
9585	872	7715
7948	1055	11094
118	990	4630
3234	912	4399
6267	1098	2076
5449	872	4789
10354	1148	7126
6966	745	3361
5398	891	3361
760	1164	2862
1736	792	9696
9765	916	8231
2904	872	5139
10757	912	4272
8377	1148	4952
11267	753	11280
6680	1164	4420
7244	745	717
8717	716	7523
4062	1164	78
3923	1164	10949
8755	872	4388
3861	1175	2132
1432	1098	8927
5173	729	11812
11649	1055	11340
7241	798	4140
7693	872	8409
8289	1055	11066
10489	1148	6158
896	756	943
9260	1014	192
6434	1164	8578
4451	872	6801
11304	1080	8443
5267	729	10306
6671	731	7381
11014	711	798
1292	990	8036
4466	1139	11597
8590	912	9548
1234	872	8292
4379	855	7207
8779	1168	7884
6314	1164	2372
2483	731	6243
1973	912	7319
2767	1063	7408
1746	1091	244
130	1148	10840
7712	872	3785
10703	904	5352
10593	1148	5022
4986	891	949
2030	1164	1401
1866	729	773
9950	828	33
3821	872	4067
9070	1164	9435
1823	1148	10806
6047	1055	1706
1928	872	7536
4657	1175	2360
84	954	7517
6271	731	4280
7463	912	7463
7175	731	10664
9259	745	4769
5724	1014	7325
1181	1148	5524
2231	1059	3693
620	1014	3611
8469	731	7369
10972	1164	7698
6707	872	8324
6912	1085	9371
8718	912	8221
5550	876	11091
681	1164	72
1996	1055	4581
4677	1148	322
7963	1164	7124
9119	792	7599
4447	731	3906
8514	745	509
2885	872	8676
10669	990	2567
11858	872	7472
10044	1080	11117
6258	929	4466
4733	1014	9548
2135	768	5465
2153	1102	3680
2787	912	4399
6851	872	4388
8212	912	4272
9808	855	56
4119	716	11170
6434	1164	11605
5401	745	7515
5151	872	8885
2139	916	7642
6675	1164	11605
1822	835	9157
11437	1083	10965
4666	845	4665
7433	1100	6363
7223	1152	7222
4118	872	3278
6371	787	6974
2919	962	3518
7266	1085	6210
8664	872	8885
2591	729	5241
9215	1164	9703
5999	912	11447
5122	929	4796
6316	1164	1496
1762	772	7845
6371	855	5
4071	855	2985
9375	872	4464
5587	872	8294
1812	990	2658
3043	1085	11094
6490	996	11562
10778	849	5739
9470	1154	8885
3805	806	933
8848	962	5747
