1934	1079	11088
4625	730	5406
8526	915	8983
7558	928	9363
7233	1147	1303
2937	1084	11065
6302	921	1861
8787	871	5115
7258	744	4016
3258	890	1253
11223	1174	8408
350	730	8892
9854	730	3151
9081	1115	33
11555	1163	11737
10491	854	7195
1927	871	3644
9881	1058	7045
11651	1147	7566
8179	1163	9367
3159	928	4775
1742	1163	3664
7136	871	3816
1862	728	9015
9952	871	4359
4449	880	4448
5500	1163	1265
6908	728	1626
10074	871	10695
8752	1187	863
11207	752	11250
1378	710	63
2496	728	5749
6840	728	5307
5766	911	4247
5271	730	6076
3674	1167	3175
1946	728	2826
10073	791	7890
9428	941	3652
2875	1070	398
4891	1013	9617
2003	744	2850
11810	1147	4206
218	1013	2270
6258	744	4062
11348	1167	7650
491	1147	5073
8191	730	8157
9756	944	3580
2528	1097	6428
10352	730	4468
3238	1163	2205
2688	1163	10919
9736	1054	8454
894	871	2934
9299	1163	6290
3981	752	9957
3638	871	3263
3533	827	3642
1858	871	449
10861	1163	1457
1016	989	1792
2844	744	8572
2682	730	2343
2892	752	11250
623	1070	10791
5554	871	3269
5607	1001	500
2633	744	5333
664	715	8999
7790	928	1111
1470	730	2871
6267	1185	10937
7558	791	11037
2145	728	8463
6467	997	11547
6992	1013	193
148	730	6216
8974	1013	193
7242	1054	4866
8762	1147	1467
1167	875	6836
5303	871	10179
1745	744	6289
7109	715	11126
7969	1163	1612
5560	1163	3131
6395	744	4879
5174	730	781
1068	1054	9254
7233	821	11576
7296	1013	7314
7752	1153	8612
8950	911	8065
5212	875	3546
5555	728	6679
2967	827	6910
7955	1013	9536
3434	1090	9690
10855	961	1502
6219	1013	9617
5513	744	1536
3781	1147	3932
1224	871	8671
2344	871	1295
8169	744	1701
7952	827	36
9889	1058	2805
1003	911	4247
10265	871	3262
10273	1147	8488
5480	1013	9617
10857	871	5115
2807	858	957
7556	871	753
9870	1163	2586
4976	1153	1295
1946	1079	2247
589	911	11397
3098	911	11000
6496	723	6495
11449	871	8881
6046	1079	3274
6026	1054	3214
1359	911	4217
2980	1163	7846
1224	728	5258
7170	871	3824
8905	911	6560
5469	1163	6290
114	827	3073
6641	744	7501
6249	728	8208
10251	871	2347
8783	730	2068
3258	1079	11514
1436	1054	10040
7177	1079	3144
5428	1163	9427
5030	1167	3182
3939	905	4723
7888	1163	1458
2582	911	11397
11111	771	1589
11543	899	4424
6876	911	5818
7100	1033	1239
3201	903	1201
2922	1163	3347
6495	911	5820
4005	1163	10024
9594	928	10228
4971	1163	1758
4473	871	3644
1099	911	9574
6419	871	8307
9169	715	5620
6884	1070	11487
5506	1079	2247
8300	1054	11541
10569	1147	8947
3473	744	1589
385	744	8053
9147	1163	6175
1182	911	4247
5917	911	8201
5707	744	7738
10254	890	6289
2767	1147	8051
4936	905	3918
2225	915	8360
7225	1167	3184
3215	949	3214
10389	989	2077
10530	871	7518
9516	728	4505
7390	911	9539
3570	1079	3142
1364	1084	4001
11182	1174	8410
5870	1167	4198
3105	752	9959
5191	728	1388
5237	890	730
6712	1163	4634
9335	911	11426
4034	871	4730
11365	1048	9656
10009	715	10288
5088	911	10064
5250	961	8452
8970	1013	9537
8160	730	10789
3328	1013	193
2698	1163	8646
8436	1147	3390
11043	1064	5262
7280	1086	7245
8866	1058	7045
4290	928	10123
1482	871	4359
2869	911	9539
5898	951	5069
1365	744	6882
5664	1079	4807
2237	1054	6775
5016	744	6349
8180	1015	3584
7372	1147	506
9265	791	4001
9450	871	8277
1770	765	10112
6691	730	5880
409	1079	3142
3109	791	11069
1560	744	721
477	1045	66
3694	1163	3336
11005	875	7915
5202	837	3070
11249	871	3070
8809	1013	3589
6652	744	3346
4506	903	1892
9059	1013	2270
10568	989	5365
9329	854	7195
1945	1097	2066
11784	805	7287
879	1143	7026
5479	1079	11514
11186	791	863
11253	1079	9200
7357	871	8277
6341	911	4247
10788	730	3959
7644	871	2934
9772	1163	1457
4939	1013	193
1344	850	7664
4470	744	7499
7071	911	11426
7788	728	3104
10669	915	5782
4761	834	6965
2814	805	5961
7329	744	4443
2055	1163	7692
3852	860	9184
7082	1163	1265
10922	1147	4121
2559	744	1535
602	805	7501
7558	1045	10
2022	1163	11646
1237	871	2346
8266	899	3587
6587	1054	4866
1776	730	986
4718	1141	7400
1797	871	2347
2177	730	10495
11306	710	7720
7274	871	7701
5812	730	8892
9152	1163	8574
6609	871	3070
3091	991	2906
783	1054	4001
9799	748	6532
6957	1163	8284
46	1072	11360
1103	1163	2205
3583	1097	8922
2043	715	10953
8571	1149	4748
8081	1079	8665
8733	730	7804
10454	1147	11827
6244	1185	8155
10323	827	3683
7379	728	2779
6894	730	4838
6074	928	3776
4750	1097	4966
10803	1147	5215
6016	911	8201
10198	1054	9659
10607	1147	4930
4676	961	1758
1970	989	5436
2921	1013	2111
7326	1084	4967
1140	871	1297
10607	1147	5470
11117	1174	8410
8801	1001	501
5947	744	7501
9863	1163	1616
2921	744	1501
10479	728	8106
1409	890	7016
11340	961	9428
11853	1013	9537
1143	730	10556
10175	730	6759
9118	771	9117
478	782	11047
10504	1005	920
6247	928	6586
8183	791	7462
4112	805	4550
6666	961	4634
2205	1115	30
10930	915	7016
410	871	4434
85	871	7472
1286	915	7129
11691	710	637
8023	1163	994
8179	1163	73
155	1013	8196
7827	1013	7314
8056	1084	4879
5152	1167	1850
11117	1151	1670
2566	871	2347
9782	925	1989
8745	1079	823
10722	715	1391
10932	1079	3136
8232	949	8231
6412	871	8399
5272	961	7679
5302	1013	9536
493	1147	3429
8924	1163	8469
10970	821	10859
8937	1079	3906
869	1151	865
1236	1163	1405
11632	1097	4859
6662	1163	2849
5272	961	1689
10203	744	7883
8881	993	8381
3016	744	7501
7212	728	8359
11510	921	6866
9616	951	2236
1296	1070	2499
10507	1147	4988
1202	1013	7314
6635	1163	9075
4771	1097	2066
4358	830	1979
8819	1163	6472
2613	911	8066
7323	821	4414
4685	871	8881
728	862	2180
3937	871	8277
6673	1079	11514
2363	915	11596
699	871	8671
7624	815	4224
5775	1079	8470
7307	871	1438
4864	744	4748
10720	1163	1252
9856	961	4634
7886	1143	10812
7628	744	10936
298	715	3661
3643	1163	10037
5481	744	5676
1296	1147	4985
2598	1163	2423
10557	890	8167
479	1084	10192
5485	1163	7846
7967	1163	7106
8881	993	4768
8652	1147	9491
7957	1147	5923
1968	728	3874
420	911	11397
10969	1147	1010
5204	1147	5108
8082	871	8277
