8263	9994
1367	5870
2457	1348
4913	2592
11703	6443
4413	4113
10241	7123
2401	7588
7143	2323
2759	1976
7624	547
7239	8214
8325	7370
4454	4871
3564	8189
9514	8269
11399	2606
4253	2160
4422	9931
4869	5776
11181	8901
3281	3630
9703	9929
3870	2288
6504	4542
11625	2463
4157	942
9629	10320
4476	8720
8379	1787
10213	10543
2085	2743
3897	8622
9093	5916
6238	333
9646	8100
3437	7022
3607	3875
2076	1496
6489	1830
6509	5760
2806	1553
9917	9605
11074	9084
5401	5275
993	7312
1854	3197
4411	2058
2334	5897
313	10807
261	1782
10918	10563
2726	8912
8524	3776
11301	6557
1652	9415
9861	9934
8614	10304
11672	689
3598	3885
5955	5398
9546	544
1980	1714
10069	1607
9372	5059
8570	4025
4046	757
1005	1757
10490	9182
9641	8104
7759	2852
8292	6566
1526	450
10011	8220
4402	8315
10598	7119
6539	8248
8763	3682
8074	2309
3351	5396
9254	9902
1675	409
1298	9278
2532	171
1399	8378
3452	3869
114	3078
9766	6047
8187	3122
5042	3347
409	9670
9414	2226
2272	1484
4388	10735
391	10406
11430	2298
6378	4398
10807	6453
3947	8852
3784	1963
1157	75
1689	1925
8843	5369
2638	3757
3538	10202
3600	3995
6940	974
4671	9518
10733	7263
8207	991
7821	1095
3089	7738
4864	2315
1161	1973
2736	5569
7793	6273
10282	9523
1438	4510
4571	4163
7529	8559
7981	6570
3505	7755
9937	6850
7311	231
6294	5549
11334	9958
8630	5973
591	4704
10592	5691
1884	10414
8597	5137
9296	6795
9803	7320
118	8510
4835	9205
3431	8382
6311	8174
7726	6927
10249	1599
4885	4396
8441	3683
8633	2501
10679	7563
6209	3061
6357	3417
9704	8001
1995	9623
7065	214
2909	3071
11014	411
8467	562
5816	8385
2524	3915
10925	9629
5853	5679
9907	2827
1339	2523
6500	10346
4542	9363
7133	8883
5839	5367
11331	10089
5356	5403
4867	540
7210	5814
2471	1292
6132	10083
4489	8260
10675	3640
1592	8682
305	2746
4584	7952
11612	8436
9502	5269
1837	1667
2652	6342
9952	8674
1829	205
7427	6106
9705	10219
212	10161
11830	8623
43	114
10313	7057
9919	6815
7780	2361
11471	6092
7853	10173
8979	1531
2812	6764
1139	8701
10461	7201
3537	10203
7806	9406
7664	6054
4311	5122
7034	4795
10658	3611
4356	10316
11149	7779
4816	5036
4719	8590
9513	6210
11381	8459
8332	533
8126	596
10599	5886
5101	4180
11738	10069
6380	4537
459	5082
2329	2522
11187	1712
3182	6763
1342	591
1069	5077
1118	629
9500	1067
10006	5262
1379	790
10998	6609
2309	9924
4637	10042
9469	6591
44	7390
6006	6067
10826	567
5735	8860
1062	5025
11705	3934
5110	3090
8344	10544
894	643
7010	5434
10084	7044
1166	9114
9769	1886
9166	5183
10938	8285
10025	9002
11711	178
9515	7066
9386	7780
4128	4219
10154	3027
4565	2950
8213	9774
4720	4952
8428	1027
2002	10313
7214	9990
676	10831
7346	3076
9406	2206
10136	1223
1704	4079
2511	10448
6388	5397
4086	9590
11845	10153
4079	8341
11475	2191
4130	10736
5298	4483
9229	10001
8525	4482
11203	7293
5595	5163
9914	802
126	3302
1546	3695
6612	2183
5209	6094
5043	9837
10603	5229
2402	8807
1403	2382
11762	7473
11524	823
7838	2009
4777	5085
5894	150
2202	5299
6201	9531
98	6257
11788	2623
3680	707
8727	5441
3470	10477
7216	9793
8504	1074
1825	329
6982	996
5243	2285
5706	5496
4969	70
9954	1809
3336	2326
2236	639
9591	4026
7508	869
11140	1577
10580	1065
3340	3405
4151	5011
6673	7912
8995	8772
3707	1454
5273	10093
3692	8917
10773	6290
4575	10685
1212	2042
3780	4196
10138	8376
8267	6425
1901	8762
11508	3160
10509	7603
